"cd_function","d_completed","cd_regio"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"2","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"4","2020-04-01","WAL"
"1","2020-04-01","BRU"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"3","2020-04-01","BRU"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","BRU"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"4","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","WAL"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"2","2020-04-01","BRU"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","BRU"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"4","2020-04-01","WAL"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"3","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","BRU"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"3","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"4","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"3","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"4","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","BRU"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-02","BRU"
"2","2020-04-02","VLA"
"2","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","BRU"
"2","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","BRU"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","BRU"
"4","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"4","2020-04-02","WAL"
"1","2020-04-02","WAL"
"2","2020-04-02","BRU"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","BRU"
"2","2020-04-02","WAL"
"1","2020-04-02","WAL"
"2","2020-04-02","WAL"
"1","2020-04-02","BRU"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"2","2020-04-02","WAL"
"1","2020-04-02","WAL"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"2","2020-04-02","VLA"
"4","2020-04-02","WAL"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"2","2020-04-02","BRU"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","WAL"
"1","2020-04-03","BRU"
"2","2020-04-03","VLA"
"1","2020-04-03","BRU"
"4","2020-04-03","VLA"
"1","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","WAL"
"2","2020-04-03","VLA"
"1","2020-04-03","VLA"
"2","2020-04-03","VLA"
"1","2020-04-03","VLA"
"2","2020-04-03","WAL"
"2","2020-04-03","WAL"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","WAL"
"2","2020-04-03","WAL"
"1","2020-04-03","WAL"
"2","2020-04-03","WAL"
"1","2020-04-03","WAL"
"1","2020-04-03","VLA"
"2","2020-04-03","VLA"
"3","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","WAL"
"1","2020-04-03","VLA"
"2","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"2","2020-04-03","BRU"
"1","2020-04-03","VLA"
"4","2020-04-03","WAL"
"1","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","WAL"
"2","2020-04-03","BRU"
"1","2020-04-03","VLA"
"2","2020-04-03","WAL"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","WAL"
"2","2020-04-04","WAL"
"4","2020-04-04","VLA"
"2","2020-04-04","WAL"
"2","2020-04-04","BRU"
"1","2020-04-04","WAL"
"1","2020-04-04","VLA"
"2","2020-04-04","WAL"
"1","2020-04-04","VLA"
"1","2020-04-04","BRU"
"1","2020-04-04","VLA"
"1","2020-04-04","WAL"
"2","2020-04-04","BRU"
"1","2020-04-04","VLA"
"2","2020-04-04","WAL"
"2","2020-04-04","VLA"
"1","2020-04-04","VLA"
"2","2020-04-05","WAL"
"1","2020-04-05","VLA"
"1","2020-04-05","VLA"
"1","2020-04-05","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","BRU"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"4","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
