"cd_scale_feel_mental","d_completed","cd_regio"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"3","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"10","2020-04-06","BRU"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"4","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"9","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"5","2020-04-06","BRU"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","WAL"
"8","2020-04-06","WAL"
"7","2020-04-06","VLA"
"5","2020-04-07","VLA"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"7","2020-04-07","VLA"
"6","2020-04-07","VLA"
"8","2020-04-07","BRU"
"7","2020-04-07","VLA"
"7","2020-04-07","VLA"
"7","2020-04-07","BRU"
"10","2020-04-07","VLA"
"7","2020-04-07","BRU"
"1","2020-04-07","BRU"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"4","2020-04-07","VLA"
"8","2020-04-07","VLA"
"5","2020-04-07","VLA"
"6","2020-04-07","VLA"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"6","2020-04-07","BRU"
"9","2020-04-07","VLA"
"9","2020-04-07","VLA"
"8","2020-04-07","VLA"
"8","2020-04-07","VLA"
"8","2020-04-07","VLA"
"5","2020-04-07","VLA"
"7","2020-04-07","VLA"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"9","2020-04-07","VLA"
"5","2020-04-07","VLA"
"8","2020-04-07","VLA"
"9","2020-04-07","VLA"
"8","2020-04-07","VLA"
"4","2020-04-07","BRU"
"7","2020-04-07","VLA"
"8","2020-04-07","VLA"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"8","2020-04-07","VLA"
"2","2020-04-07","WAL"
"6","2020-04-07","WAL"
"6","2020-04-07","WAL"
"9","2020-04-07","VLA"
"7","2020-04-07","VLA"
"5","2020-04-07","VLA"
"7","2020-04-07","BRU"
"7","2020-04-07","VLA"
"9","2020-04-07","VLA"
"6","2020-04-07","BRU"
"5","2020-04-07","BRU"
"8","2020-04-07","VLA"
"9","2020-04-08","VLA"
"8","2020-04-08","BRU"
"9","2020-04-08","VLA"
"7","2020-04-08","VLA"
"8","2020-04-08","VLA"
"8","2020-04-08","WAL"
"6","2020-04-08","WAL"
"10","2020-04-08","BRU"
"8","2020-04-08","VLA"
"7","2020-04-08","WAL"
"6","2020-04-08","VLA"
"8","2020-04-08","BRU"
"8","2020-04-08","BRU"
"8","2020-04-08","VLA"
"8","2020-04-08","BRU"
"7","2020-04-08","VLA"
"8","2020-04-08","VLA"
"8","2020-04-08","WAL"
"4","2020-04-08","VLA"
"8","2020-04-09","VLA"
"9","2020-04-09","VLA"
"5","2020-04-09","VLA"
"4","2020-04-09","VLA"
"6","2020-04-10","WAL"
"8","2020-04-10","VLA"
"8","2020-04-10","VLA"
"3","2020-04-10","VLA"
"8","2020-04-10","VLA"
"7","2020-04-10","VLA"
"7","2020-04-13","VLA"
"7","2020-04-13","VLA"
"8","2020-04-14","VLA"
"7","2020-04-14","VLA"
"8","2020-04-14","VLA"
"8","2020-04-14","VLA"
"7","2020-04-14","VLA"
"7","2020-04-15","WAL"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","WAL"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"10","2020-04-15","VLA"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","WAL"
"4","2020-04-15","BRU"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","BRU"
"8","2020-04-15","VLA"
"6","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","BRU"
"6","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"5","2020-04-15","VLA"
"6","2020-04-15","WAL"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","VLA"
"8","2020-04-15","WAL"
"5","2020-04-15","VLA"
"8","2020-04-15","BRU"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","VLA"
"9","2020-04-15","VLA"
"5","2020-04-15","WAL"
"7","2020-04-15","VLA"
"5","2020-04-15","VLA"
"9","2020-04-15","VLA"
"7","2020-04-15","WAL"
"8","2020-04-15","BRU"
"7","2020-04-15","VLA"
"4","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","VLA"
"5","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","BRU"
"8","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","WAL"
"6","2020-04-15","WAL"
"8","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"4","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","WAL"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"9","2020-04-15","VLA"
"8","2020-04-15","BRU"
"3","2020-04-15","BRU"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","WAL"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","BRU"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","BRU"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-16","VLA"
"7","2020-04-16","VLA"
"8","2020-04-16","VLA"
"8","2020-04-16","VLA"
"9","2020-04-16","VLA"
"7","2020-04-16","VLA"
"9","2020-04-16","VLA"
"9","2020-04-16","VLA"
"6","2020-04-16","VLA"
"7","2020-04-16","WAL"
"7","2020-04-16","VLA"
"7","2020-04-16","WAL"
"8","2020-04-16","BRU"
"7","2020-04-16","BRU"
"6","2020-04-16","VLA"
"6","2020-04-16","VLA"
"9","2020-04-16","VLA"
"8","2020-04-16","WAL"
"6","2020-04-16","WAL"
"7","2020-04-16","VLA"
"7","2020-04-16","VLA"
"3","2020-04-16","WAL"
"9","2020-04-16","BRU"
"4","2020-04-16","WAL"
"8","2020-04-16","VLA"
"9","2020-04-16","VLA"
"8","2020-04-16","VLA"
"9","2020-04-16","VLA"
"6","2020-04-16","VLA"
"3","2020-04-16","WAL"
"7","2020-04-16","WAL"
"7","2020-04-16","VLA"
"8","2020-04-16","VLA"
"9","2020-04-16","WAL"
"9","2020-04-16","VLA"
"8","2020-04-16","VLA"
"8","2020-04-16","WAL"
"9","2020-04-16","VLA"
"7","2020-04-16","VLA"
"8","2020-04-16","VLA"
"8","2020-04-16","VLA"
"5","2020-04-16","BRU"
"8","2020-04-16","VLA"
"6","2020-04-16","VLA"
"10","2020-04-16","WAL"
"8","2020-04-16","WAL"
"7","2020-04-16","VLA"
"8","2020-04-16","VLA"
"8","2020-04-16","VLA"
"7","2020-04-16","VLA"
"8","2020-04-16","WAL"
"4","2020-04-16","VLA"
"10","2020-04-16","WAL"
"8","2020-04-16","VLA"
"9","2020-04-16","VLA"
"6","2020-04-16","WAL"
"6","2020-04-16","WAL"
"9","2020-04-16","VLA"
"6","2020-04-16","VLA"
"10","2020-04-16","VLA"
"6","2020-04-16","WAL"
"9","2020-04-16","VLA"
"6","2020-04-16","WAL"
"8","2020-04-16","WAL"
"7","2020-04-16","VLA"
"9","2020-04-16","VLA"
"5","2020-04-16","VLA"
"8","2020-04-16","VLA"
"7","2020-04-16","WAL"
"8","2020-04-17","VLA"
"8","2020-04-17","VLA"
"8","2020-04-17","BRU"
"7","2020-04-17","WAL"
"8","2020-04-17","VLA"
"8","2020-04-17","VLA"
"7","2020-04-17","VLA"
"10","2020-04-17","VLA"
"8","2020-04-17","VLA"
"7","2020-04-17","WAL"
"7","2020-04-17","VLA"
"7","2020-04-17","VLA"
"8","2020-04-17","VLA"
"4","2020-04-18","VLA"
"6","2020-04-18","VLA"
"7","2020-04-18","VLA"
"7","2020-04-18","WAL"
"6","2020-04-19","WAL"
"5","2020-04-19","VLA"
"7","2020-04-20","VLA"
"9","2020-04-20","VLA"
"6","2020-04-20","VLA"
"10","2020-04-20","VLA"
"8","2020-04-20","VLA"
"8","2020-04-20","VLA"
"5","2020-04-20","VLA"
"9","2020-04-20","WAL"
"6","2020-04-20","VLA"
"9","2020-04-20","VLA"
"8","2020-04-20","VLA"
"7","2020-04-20","VLA"
"7","2020-04-20","VLA"
"7","2020-04-20","VLA"
"8","2020-04-20","VLA"
"8","2020-04-20","VLA"
"8","2020-04-20","VLA"
"8","2020-04-20","VLA"
"7","2020-04-20","VLA"
"7","2020-04-20","VLA"
"6","2020-04-20","VLA"
"7","2020-04-20","VLA"
"7","2020-04-20","VLA"
"7","2020-04-20","WAL"
"6","2020-04-20","VLA"
"2","2020-04-20","VLA"
"5","2020-04-20","WAL"
"8","2020-04-20","VLA"
"7","2020-04-20","VLA"
"7","2020-04-20","VLA"
"9","2020-04-20","VLA"
"9","2020-04-20","VLA"
"9","2020-04-20","VLA"
"9","2020-04-20","VLA"
"8","2020-04-20","VLA"
"8","2020-04-20","VLA"
"8","2020-04-20","VLA"
"9","2020-04-20","VLA"
"8","2020-04-20","VLA"
"7","2020-04-20","VLA"
"7","2020-04-20","VLA"
"7","2020-04-20","VLA"
"5","2020-04-20","BRU"
"8","2020-04-20","VLA"
"9","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"8","2020-04-20","VLA"
"7","2020-04-21","VLA"
"7","2020-04-21","VLA"
"7","2020-04-21","BRU"
"6","2020-04-21","VLA"
"8","2020-04-21","VLA"
"8","2020-04-21","VLA"
"9","2020-04-21","VLA"
"7","2020-04-21","VLA"
"6","2020-04-21","VLA"
"8","2020-04-21","VLA"
"8","2020-04-21","VLA"
"10","2020-04-21","VLA"
"7","2020-04-21","VLA"
"8","2020-04-21","VLA"
"7","2020-04-21","VLA"
"8","2020-04-21","VLA"
"8","2020-04-21","VLA"
"9","2020-04-21","BRU"
"7","2020-04-21","VLA"
"8","2020-04-21","VLA"
"9","2020-04-21","VLA"
"7","2020-04-21","VLA"
"10","2020-04-22","VLA"
"8","2020-04-22","VLA"
"8","2020-04-22","VLA"
"6","2020-04-22","VLA"
"8","2020-04-22","VLA"
"6","2020-04-22","VLA"
"8","2020-04-22","VLA"
"8","2020-04-22","VLA"
"9","2020-04-22","VLA"
"8","2020-04-22","VLA"
"8","2020-04-22","VLA"
"8","2020-04-22","VLA"
"7","2020-04-22","VLA"
"8","2020-04-22","VLA"
"7","2020-04-22","VLA"
"7","2020-04-22","VLA"
"6","2020-04-22","VLA"
"8","2020-04-22","VLA"
"8","2020-04-22","VLA"
"3","2020-04-22","VLA"
"10","2020-04-22","VLA"
"7","2020-04-22","VLA"
"7","2020-04-22","BRU"
"7","2020-04-22","VLA"
"7","2020-04-22","VLA"
"7","2020-04-22","VLA"
"8","2020-04-22","VLA"
"7","2020-04-22","WAL"
"8","2020-04-22","BRU"
"7","2020-04-22","VLA"
"7","2020-04-22","VLA"
"8","2020-04-22","VLA"
"7","2020-04-23","VLA"
"7","2020-04-23","VLA"
"8","2020-04-23","VLA"
"6","2020-04-23","VLA"
"3","2020-04-23","VLA"
"8","2020-04-23","VLA"
"7","2020-04-23","VLA"
"3","2020-04-23","VLA"
"8","2020-04-23","WAL"
"9","2020-04-23","WAL"
"6","2020-04-23","VLA"
"7","2020-04-23","VLA"
"8","2020-04-23","VLA"
"8","2020-04-23","VLA"
"8","2020-04-23","VLA"
"9","2020-04-23","VLA"
"10","2020-04-23","WAL"
"8","2020-04-23","VLA"
"9","2020-04-23","VLA"
"9","2020-04-23","VLA"
"9","2020-04-23","VLA"
"7","2020-04-23","WAL"
"8","2020-04-23","VLA"
"8","2020-04-23","BRU"
"9","2020-04-23","VLA"
"9","2020-04-23","WAL"
"8","2020-04-23","VLA"
"7","2020-04-23","WAL"
"6","2020-04-23","VLA"
"8","2020-04-23","WAL"
"0","2020-04-23","WAL"
"7","2020-04-23","VLA"
"8","2020-04-23","VLA"
"8","2020-04-23","VLA"
"7","2020-04-23","VLA"
"9","2020-04-23","VLA"
"8","2020-04-23","VLA"
"9","2020-04-23","VLA"
"5","2020-04-23","VLA"
"5","2020-04-23","VLA"
"9","2020-04-23","VLA"
"8","2020-04-23","WAL"
"7","2020-04-24","VLA"
"8","2020-04-24","VLA"
"7","2020-04-24","VLA"
"9","2020-04-24","VLA"
"5","2020-04-24","VLA"
"8","2020-04-24","VLA"
"7","2020-04-24","VLA"
"7","2020-04-24","VLA"
"7","2020-04-24","VLA"
"8","2020-04-24","WAL"
"7","2020-04-24","VLA"
"8","2020-04-24","VLA"
"7","2020-04-24","VLA"
"7","2020-04-25","VLA"
"9","2020-04-25","WAL"
"8","2020-04-26","VLA"
"8","2020-04-26","BRU"
"8","2020-04-26","VLA"
"7","2020-04-27","VLA"
"7","2020-04-27","WAL"
"7","2020-04-27","VLA"
"6","2020-04-27","VLA"
"7","2020-04-27","VLA"
"9","2020-04-27","BRU"
"8","2020-04-27","WAL"
"8","2020-04-27","VLA"
"8","2020-04-27","VLA"
"9","2020-04-27","VLA"
"8","2020-04-27","VLA"
"6","2020-04-27","VLA"
"8","2020-04-27","VLA"
"3","2020-04-27","VLA"
"8","2020-04-27","VLA"
"7","2020-04-27","VLA"
"8","2020-04-27","VLA"
"8","2020-04-27","VLA"
"7","2020-04-27","VLA"
"7","2020-04-27","VLA"
"9","2020-04-27","VLA"
"6","2020-04-27","VLA"
"7","2020-04-27","VLA"
"8","2020-04-27","VLA"
"7","2020-04-27","VLA"
"7","2020-04-27","VLA"
"8","2020-04-27","VLA"
"8","2020-04-27","VLA"
"9","2020-04-27","VLA"
"7","2020-04-27","VLA"
"9","2020-04-27","VLA"
"7","2020-04-27","VLA"
"6","2020-04-27","VLA"
"7","2020-04-27","VLA"
"7","2020-04-27","VLA"
"9","2020-04-27","VLA"
"6","2020-04-27","VLA"
"8","2020-04-27","VLA"
"9","2020-04-27","VLA"
"5","2020-04-27","WAL"
"7","2020-04-28","VLA"
"7","2020-04-28","VLA"
"4","2020-04-28","VLA"
"8","2020-04-28","VLA"
"7","2020-04-29","VLA"
"9","2020-04-29","VLA"
"8","2020-04-29","VLA"
"7","2020-04-29","VLA"
"6","2020-04-29","WAL"
"8","2020-04-29","VLA"
"6","2020-04-29","BRU"
"9","2020-04-29","VLA"
"8","2020-04-29","VLA"
"10","2020-04-29","VLA"
"9","2020-04-29","VLA"
"7","2020-04-29","VLA"
"8","2020-04-29","VLA"
"7","2020-04-29","VLA"
"4","2020-04-29","BRU"
"6","2020-04-29","WAL"
"9","2020-04-29","WAL"
"9","2020-04-29","VLA"
"6","2020-04-29","VLA"
"7","2020-04-29","VLA"
"6","2020-04-29","VLA"
"4","2020-04-29","VLA"
"8","2020-04-29","VLA"
"4","2020-04-29","BRU"
"3","2020-04-29","WAL"
"8","2020-04-29","VLA"
"7","2020-04-29","VLA"
"8","2020-04-29","VLA"
"9","2020-04-29","VLA"
"10","2020-04-29","VLA"
"7","2020-04-29","VLA"
"10","2020-04-29","WAL"
"6","2020-04-29","BRU"
"7","2020-04-29","VLA"
"9","2020-04-29","VLA"
"8","2020-04-29","VLA"
"8","2020-04-29","VLA"
"7","2020-04-29","VLA"
"8","2020-04-29","BRU"
"7","2020-04-29","VLA"
"8","2020-04-29","VLA"
"8","2020-04-29","VLA"
"8","2020-04-29","VLA"
"9","2020-04-29","VLA"
"9","2020-04-29","VLA"
"4","2020-04-29","VLA"
"7","2020-04-29","VLA"
"8","2020-04-29","BRU"
"5","2020-04-29","WAL"
"6","2020-04-29","VLA"
"7","2020-04-30","BRU"
"5","2020-04-30","BRU"
"8","2020-04-30","VLA"
"8","2020-04-30","VLA"
"6","2020-04-30","VLA"
"10","2020-04-30","VLA"
"6","2020-04-30","VLA"
"8","2020-04-30","VLA"
"8","2020-04-30","VLA"
"8","2020-04-30","VLA"
"7","2020-04-30","BRU"
"7","2020-04-30","VLA"
"6","2020-04-30","WAL"
"8","2020-04-30","WAL"
"8","2020-04-30","WAL"
"5","2020-04-30","VLA"
"7","2020-04-30","VLA"
"7","2020-04-30","VLA"
"10","2020-04-30","WAL"
"4","2020-04-30","VLA"
"7","2020-04-30","VLA"
"4","2020-05-01","VLA"
"7","2020-05-03","VLA"
"7","2020-05-04","VLA"
"3","2020-05-04","VLA"
"8","2020-05-04","VLA"
"7","2020-05-04","VLA"
"7","2020-05-04","VLA"
"5","2020-05-04","WAL"
"6","2020-05-04","WAL"
"7","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","WAL"
"8","2020-05-04","VLA"
"5","2020-05-04","VLA"
"6","2020-05-04","VLA"
"2","2020-05-04","VLA"
"7","2020-05-04","VLA"
"4","2020-05-04","VLA"
"5","2020-05-04","VLA"
"8","2020-05-04","VLA"
"7","2020-05-04","VLA"
"6","2020-05-04","VLA"
"7","2020-05-04","VLA"
"1","2020-05-04","VLA"
"7","2020-05-04","VLA"
"7","2020-05-04","VLA"
"10","2020-05-04","VLA"
"8","2020-05-04","VLA"
"7","2020-05-04","VLA"
"8","2020-05-04","WAL"
"8","2020-05-04","VLA"
"7","2020-05-04","VLA"
"7","2020-05-04","BRU"
"6","2020-05-04","VLA"
"8","2020-05-04","VLA"
"8","2020-05-04","VLA"
"7","2020-05-04","VLA"
"6","2020-05-04","WAL"
"7","2020-05-04","VLA"
"4","2020-05-04","VLA"
"7","2020-05-04","VLA"
"5","2020-05-04","VLA"
"3","2020-05-05","VLA"
"7","2020-05-05","VLA"
"5","2020-05-05","VLA"
"8","2020-05-05","WAL"
"7","2020-05-05","VLA"
"8","2020-05-05","VLA"
"7","2020-05-05","VLA"
"8","2020-05-06","VLA"
"6","2020-05-06","VLA"
"7","2020-05-06","VLA"
"7","2020-05-06","VLA"
"6","2020-05-06","VLA"
"8","2020-05-06","VLA"
"6","2020-05-06","VLA"
"7","2020-05-06","VLA"
"8","2020-05-06","VLA"
"5","2020-05-06","VLA"
"6","2020-05-06","VLA"
"4","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","WAL"
"6","2020-05-06","VLA"
"9","2020-05-06","VLA"
"3","2020-05-06","VLA"
"8","2020-05-06","VLA"
"8","2020-05-06","VLA"
"9","2020-05-06","VLA"
"2","2020-05-06","VLA"
"9","2020-05-06","VLA"
"6","2020-05-06","VLA"
"9","2020-05-06","VLA"
"6","2020-05-06","VLA"
"7","2020-05-06","VLA"
"8","2020-05-06","VLA"
"1","2020-05-06","VLA"
"6","2020-05-06","VLA"
"3","2020-05-06","WAL"
"8","2020-05-06","VLA"
"10","2020-05-06","VLA"
"7","2020-05-06","VLA"
"6","2020-05-06","VLA"
"9","2020-05-07","BRU"
"3","2020-05-07","WAL"
"7","2020-05-07","VLA"
"5","2020-05-07","WAL"
"7","2020-05-07","VLA"
"7","2020-05-08","VLA"
"7","2020-05-08","VLA"
"6","2020-05-08","VLA"
"6","2020-05-08","VLA"
"6","2020-05-09","VLA"
"10","2020-05-11","VLA"
"7","2020-05-11","VLA"
"6","2020-05-11","VLA"
"7","2020-05-11","VLA"
"9","2020-05-11","VLA"
"8","2020-05-11","VLA"
"7","2020-05-11","VLA"
"10","2020-05-11","VLA"
"6","2020-05-11","VLA"
"7","2020-05-11","VLA"
"7","2020-05-11","VLA"
"3","2020-05-11","VLA"
"7","2020-05-11","VLA"
"9","2020-05-11","VLA"
"7","2020-05-11","VLA"
"8","2020-05-11","VLA"
"5","2020-05-11","VLA"
"9","2020-05-11","VLA"
"8","2020-05-11","BRU"
"8","2020-05-11","VLA"
"9","2020-05-11","VLA"
"8","2020-05-11","VLA"
"9","2020-05-11","VLA"
"8","2020-05-11","VLA"
"9","2020-05-11","VLA"
"6","2020-05-11","VLA"
"7","2020-05-11","VLA"
"7","2020-05-11","VLA"
"6","2020-05-11","VLA"
"5","2020-05-11","VLA"
"2","2020-05-11","WAL"
"8","2020-05-11","VLA"
"9","2020-05-11","VLA"
"8","2020-05-11","VLA"
"7","2020-05-11","VLA"
"6","2020-05-11","VLA"
"5","2020-05-11","VLA"
"7","2020-05-12","VLA"
"8","2020-05-12","VLA"
"7","2020-05-12","VLA"
"4","2020-05-12","BRU"
"7","2020-05-12","VLA"
"7","2020-05-12","VLA"
"9","2020-05-12","VLA"
"8","2020-05-12","WAL"
"4","2020-05-12","WAL"
"7","2020-05-12","VLA"
"4","2020-05-12","BRU"
"9","2020-05-13","VLA"
"6","2020-05-13","VLA"
"7","2020-05-13","VLA"
"8","2020-05-13","VLA"
"6","2020-05-13","VLA"
"8","2020-05-13","BRU"
"9","2020-05-13","VLA"
"8","2020-05-13","VLA"
"8","2020-05-13","VLA"
"8","2020-05-13","VLA"
"8","2020-05-13","VLA"
"7","2020-05-13","WAL"
"7","2020-05-13","VLA"
"6","2020-05-13","VLA"
"7","2020-05-13","VLA"
"7","2020-05-13","VLA"
"9","2020-05-13","BRU"
"7","2020-05-13","VLA"
"10","2020-05-13","WAL"
"7","2020-05-14","VLA"
"4","2020-05-14","WAL"
"6","2020-05-14","VLA"
"1","2020-05-14","VLA"
"10","2020-05-14","WAL"
"3","2020-05-14","VLA"
"5","2020-05-14","VLA"
"3","2020-05-14","VLA"
"7","2020-05-14","VLA"
"6","2020-05-18","VLA"
"8","2020-05-18","VLA"
"8","2020-05-18","VLA"
"6","2020-05-18","VLA"
"4","2020-05-18","VLA"
"6","2020-05-18","VLA"
"8","2020-05-18","VLA"
"9","2020-05-18","VLA"
"8","2020-05-18","VLA"
"6","2020-05-18","VLA"
"7","2020-05-18","VLA"
"7","2020-05-18","WAL"
"9","2020-05-18","BRU"
"7","2020-05-18","VLA"
"9","2020-05-18","VLA"
"9","2020-05-18","VLA"
"9","2020-05-18","VLA"
"8","2020-05-18","VLA"
"8","2020-05-18","VLA"
"7","2020-05-18","VLA"
"8","2020-05-18","VLA"
"9","2020-05-18","VLA"
"5","2020-05-18","VLA"
"9","2020-05-18","VLA"
"9","2020-05-18","VLA"
"7","2020-05-19","VLA"
"8","2020-05-19","VLA"
"8","2020-05-19","VLA"
"7","2020-05-19","VLA"
"7","2020-05-19","VLA"
"6","2020-05-19","VLA"
"8","2020-05-20","VLA"
"8","2020-05-20","VLA"
"6","2020-05-20","VLA"
"6","2020-05-20","VLA"
"8","2020-05-20","VLA"
"8","2020-05-20","VLA"
"7","2020-05-20","VLA"
"8","2020-05-20","VLA"
"9","2020-05-20","VLA"
"6","2020-05-21","VLA"
"9","2020-05-21","VLA"
"7","2020-05-22","VLA"
"10","2020-05-22","WAL"
"8","2020-05-22","VLA"
"10","2020-05-25","VLA"
