"nr_num_patients_phone_today","d_completed","cd_regio"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","BRU"
"","2020-03-26","WAL"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","WAL"
"","2020-03-26","BRU"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","WAL"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","BRU"
"","2020-03-27","BRU"
"","2020-03-27","BRU"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","BRU"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","WAL"
"","2020-03-27","BRU"
"","2020-03-27","BRU"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-28","WAL"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","BRU"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","BRU"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","WAL"
"","2020-03-28","BRU"
"","2020-03-28","WAL"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","BRU"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","BRU"
"","2020-03-28","BRU"
"","2020-03-28","WAL"
"","2020-03-28","VLA"
"","2020-03-28","WAL"
"","2020-03-28","BRU"
"","2020-03-28","VLA"
"","2020-03-28","BRU"
"","2020-03-28","VLA"
"","2020-03-29","VLA"
"","2020-03-29","BRU"
"","2020-03-29","BRU"
"","2020-03-29","WAL"
"","2020-03-29","VLA"
"","2020-03-29","BRU"
"","2020-03-29","WAL"
"","2020-03-29","VLA"
"","2020-03-29","WAL"
"","2020-03-29","BRU"
"","2020-03-29","VLA"
"","2020-03-29","BRU"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","WAL"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-30","WAL"
"","2020-03-30","VLA"
"","2020-03-30","WAL"
"","2020-03-30","VLA"
"","2020-03-30","WAL"
"","2020-03-30","VLA"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","VLA"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","BRU"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","VLA"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","VLA"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","BRU"
"","2020-03-30","VLA"
"","2020-03-30","BRU"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","BRU"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","WAL"
"","2020-03-30","VLA"
"","2020-03-30","WAL"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"","2020-03-31","VLA"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","WAL"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"","2020-03-31","WAL"
"20","2020-04-01","VLA"
"16","2020-04-01","VLA"
"60","2020-04-01","BRU"
"30","2020-04-01","VLA"
"20","2020-04-01","VLA"
"24","2020-04-01","WAL"
"20","2020-04-01","VLA"
"60","2020-04-01","VLA"
"45","2020-04-01","VLA"
"6","2020-04-01","VLA"
"50","2020-04-01","VLA"
"60","2020-04-01","VLA"
"15","2020-04-01","VLA"
"20","2020-04-01","BRU"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","VLA"
"20","2020-04-01","WAL"
"20","2020-04-01","WAL"
"30","2020-04-01","VLA"
"20","2020-04-01","VLA"
"5","2020-04-01","VLA"
"20","2020-04-01","BRU"
"6","2020-04-01","VLA"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"25","2020-04-01","VLA"
"20","2020-04-01","VLA"
"50220444","2020-04-01","VLA"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"20","2020-04-01","BRU"
"20","2020-04-01","VLA"
"40","2020-04-01","VLA"
"40","2020-04-01","VLA"
"4","2020-04-01","VLA"
"25","2020-04-01","VLA"
"30","2020-04-01","WAL"
"20","2020-04-01","BRU"
"20","2020-04-01","VLA"
"18","2020-04-01","VLA"
"40","2020-04-01","WAL"
"14","2020-04-01","VLA"
"25","2020-04-01","VLA"
"12","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","VLA"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","BRU"
"20","2020-04-01","VLA"
"30","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"030","2020-04-01","BRU"
"15","2020-04-01","WAL"
"25","2020-04-01","VLA"
"30","2020-04-01","WAL"
"10","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","VLA"
"30","2020-04-01","VLA"
"40","2020-04-01","VLA"
"10","2020-04-01","VLA"
"25","2020-04-01","VLA"
"8","2020-04-01","VLA"
"20","2020-04-01","VLA"
"25","2020-04-01","VLA"
"10","2020-04-01","VLA"
"15","2020-04-01","WAL"
"12","2020-04-01","VLA"
"15","2020-04-01","BRU"
"12","2020-04-01","VLA"
"40","2020-04-01","WAL"
"30","2020-04-01","WAL"
"2","2020-04-01","BRU"
"25","2020-04-01","VLA"
"10","2020-04-01","VLA"
"25","2020-04-01","VLA"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"5","2020-04-01","WAL"
"20","2020-04-01","WAL"
"50","2020-04-01","WAL"
"15","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","VLA"
"8","2020-04-01","VLA"
"30","2020-04-01","VLA"
"12","2020-04-01","VLA"
"20","2020-04-01","VLA"
"50","2020-04-01","VLA"
"25","2020-04-01","WAL"
"300","2020-04-01","WAL"
"30","2020-04-01","VLA"
"10","2020-04-01","WAL"
"25","2020-04-01","WAL"
"50","2020-04-01","WAL"
"30","2020-04-01","VLA"
"10","2020-04-01","VLA"
"50","2020-04-01","VLA"
"15","2020-04-01","WAL"
"30","2020-04-01","BRU"
"10","2020-04-01","BRU"
"8","2020-04-01","VLA"
"30","2020-04-01","VLA"
"14","2020-04-01","VLA"
"25","2020-04-01","WAL"
"50","2020-04-01","WAL"
"25","2020-04-01","VLA"
"30","2020-04-01","VLA"
"30","2020-04-01","VLA"
"25","2020-04-01","VLA"
"015","2020-04-01","WAL"
"4","2020-04-01","VLA"
"15","2020-04-01","VLA"
"5","2020-04-01","VLA"
"50","2020-04-01","WAL"
"2","2020-04-01","VLA"
"20","2020-04-01","WAL"
"16","2020-04-01","VLA"
"10","2020-04-01","WAL"
"18","2020-04-01","WAL"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","VLA"
"7","2020-04-01","VLA"
"12","2020-04-01","VLA"
"10","2020-04-01","BRU"
"10","2020-04-01","VLA"
"20","2020-04-01","VLA"
"50","2020-04-01","WAL"
"20","2020-04-01","VLA"
"30","2020-04-01","VLA"
"8","2020-04-01","VLA"
"0","2020-04-01","WAL"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"15","2020-04-01","VLA"
"10","2020-04-01","VLA"
"15","2020-04-01","VLA"
"25","2020-04-01","VLA"
"20","2020-04-01","VLA"
"5","2020-04-01","VLA"
"20","2020-04-01","VLA"
"28","2020-04-01","VLA"
"20","2020-04-01","BRU"
"15","2020-04-01","WAL"
"30","2020-04-01","VLA"
"10","2020-04-01","VLA"
"100","2020-04-01","WAL"
