"cd_infection_screen","d_completed","cd_regio"
"3","2020-04-26","VLA"
"3","2020-04-26","VLA"
"3","2020-04-26","VLA"
"4","2020-04-26","VLA"
"3","2020-04-26","VLA"
"3","2020-04-26","VLA"
"3","2020-04-26","VLA"
"3","2020-04-26","VLA"
"3","2020-04-26","VLA"
"3","2020-04-26","VLA"
"4","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"1","2020-04-27","VLA"
"3","2020-04-27","VLA"
"4","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"4","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"2","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"4","2020-04-28","VLA"
"4","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"4","2020-04-29","VLA"
"3","2020-04-29","VLA"
"2","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"2","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"4","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"3","2020-04-29","VLA"
"2","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"2","2020-04-30","VLA"
"3","2020-04-30","VLA"
"2","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"3","2020-04-30","VLA"
"4","2020-04-30","VLA"
"3","2020-04-30","VLA"
"4","2020-05-01","VLA"
"3","2020-05-01","VLA"
"3","2020-05-01","VLA"
"3","2020-05-01","VLA"
"3","2020-05-01","VLA"
"3","2020-05-01","VLA"
"4","2020-05-01","VLA"
"3","2020-05-02","VLA"
"3","2020-05-02","VLA"
"3","2020-05-02","VLA"
"3","2020-05-02","VLA"
"4","2020-05-02","VLA"
"3","2020-05-02","VLA"
"3","2020-05-02","VLA"
"3","2020-05-02","VLA"
"3","2020-05-02","VLA"
"4","2020-05-02","VLA"
"3","2020-05-02","VLA"
"3","2020-05-02","VLA"
"3","2020-05-03","VLA"
"3","2020-05-03","VLA"
"4","2020-05-03","VLA"
"3","2020-05-03","VLA"
"3","2020-05-03","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"4","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"4","2020-05-06","VLA"
"3","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"3","2020-05-06","VLA"
"4","2020-05-06","VLA"
"3","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"3","2020-05-06","VLA"
"4","2020-05-06","VLA"
"3","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"3","2020-05-06","VLA"
"4","2020-05-07","VLA"
"3","2020-05-07","VLA"
"3","2020-05-07","VLA"
"4","2020-05-07","VLA"
"3","2020-05-07","VLA"
"4","2020-05-07","VLA"
"3","2020-05-07","VLA"
"4","2020-05-07","VLA"
"3","2020-05-07","VLA"
"3","2020-05-07","VLA"
"3","2020-05-07","VLA"
"4","2020-05-07","VLA"
"3","2020-05-07","VLA"
"3","2020-05-07","VLA"
"4","2020-05-07","VLA"
"4","2020-05-07","VLA"
"4","2020-05-07","VLA"
"4","2020-05-07","VLA"
"4","2020-05-07","VLA"
"3","2020-05-07","VLA"
"4","2020-05-07","VLA"
"3","2020-05-07","VLA"
"4","2020-05-08","VLA"
"3","2020-05-08","VLA"
"3","2020-05-08","VLA"
"3","2020-05-08","VLA"
"3","2020-05-08","VLA"
"4","2020-05-08","VLA"
"4","2020-05-08","VLA"
"4","2020-05-08","VLA"
"4","2020-05-08","VLA"
"3","2020-05-08","VLA"
"3","2020-05-08","VLA"
"4","2020-05-08","VLA"
"4","2020-05-08","VLA"
"3","2020-05-08","VLA"
"4","2020-05-08","VLA"
"4","2020-05-09","VLA"
"3","2020-05-09","VLA"
"4","2020-05-09","VLA"
"3","2020-05-09","VLA"
"4","2020-05-09","VLA"
"4","2020-05-09","VLA"
"4","2020-05-10","VLA"
"4","2020-05-10","VLA"
"4","2020-05-10","VLA"
"4","2020-05-10","VLA"
"2","2020-05-10","VLA"
"3","2020-05-10","VLA"
"3","2020-05-10","VLA"
"4","2020-05-10","VLA"
"3","2020-05-10","VLA"
"4","2020-05-10","VLA"
"3","2020-05-10","VLA"
"3","2020-05-10","VLA"
"3","2020-05-10","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"3","2020-05-11","VLA"
"4","2020-05-11","VLA"
"3","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"4","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"4","2020-05-11","VLA"
"3","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"4","2020-05-12","VLA"
"4","2020-05-12","VLA"
"4","2020-05-12","VLA"
"3","2020-05-12","VLA"
"4","2020-05-12","VLA"
"3","2020-05-12","VLA"
"4","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"4","2020-05-12","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"3","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"4","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"4","2020-05-13","VLA"
"3","2020-05-13","VLA"
"4","2020-05-14","VLA"
"3","2020-05-14","VLA"
"4","2020-05-14","VLA"
"3","2020-05-14","VLA"
"3","2020-05-14","VLA"
"4","2020-05-14","VLA"
"3","2020-05-14","VLA"
"3","2020-05-14","VLA"
"4","2020-05-14","VLA"
"3","2020-05-14","VLA"
"4","2020-05-14","VLA"
"4","2020-05-14","VLA"
"4","2020-05-14","VLA"
"3","2020-05-14","VLA"
"3","2020-05-14","VLA"
"3","2020-05-14","VLA"
"3","2020-05-14","VLA"
"3","2020-05-14","VLA"
"4","2020-05-14","VLA"
"3","2020-05-14","VLA"
"4","2020-05-15","VLA"
"3","2020-05-15","VLA"
"3","2020-05-15","VLA"
"4","2020-05-15","VLA"
"4","2020-05-15","VLA"
"4","2020-05-15","VLA"
"4","2020-05-15","VLA"
"4","2020-05-15","VLA"
"4","2020-05-15","VLA"
"4","2020-05-15","VLA"
"3","2020-05-15","VLA"
"3","2020-05-15","VLA"
"3","2020-05-15","VLA"
"4","2020-05-15","VLA"
"4","2020-05-15","VLA"
"3","2020-05-15","VLA"
"3","2020-05-15","VLA"
"3","2020-05-15","VLA"
"3","2020-05-15","VLA"
"4","2020-05-16","VLA"
"4","2020-05-16","VLA"
"3","2020-05-16","VLA"
"3","2020-05-16","VLA"
"4","2020-05-17","VLA"
"3","2020-05-17","VLA"
"4","2020-05-17","VLA"
"3","2020-05-17","VLA"
"3","2020-05-17","VLA"
"3","2020-05-17","VLA"
"3","2020-05-17","VLA"
"3","2020-05-17","VLA"
"4","2020-05-18","VLA"
"4","2020-05-18","VLA"
"3","2020-05-18","VLA"
"4","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"4","2020-05-18","VLA"
"4","2020-05-18","VLA"
"4","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"4","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"4","2020-05-18","VLA"
"3","2020-05-18","VLA"
"4","2020-05-18","VLA"
"3","2020-05-18","VLA"
"4","2020-05-18","VLA"
"4","2020-05-19","VLA"
"3","2020-05-19","VLA"
"3","2020-05-19","VLA"
"3","2020-05-19","VLA"
"4","2020-05-19","VLA"
"3","2020-05-19","VLA"
"4","2020-05-19","VLA"
"4","2020-05-19","VLA"
"4","2020-05-19","VLA"
"3","2020-05-19","VLA"
"4","2020-05-19","VLA"
"3","2020-05-19","VLA"
"3","2020-05-19","VLA"
"4","2020-05-19","VLA"
"3","2020-05-19","VLA"
"3","2020-05-19","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"3","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"3","2020-05-20","VLA"
"4","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-21","VLA"
"4","2020-05-21","VLA"
"4","2020-05-21","VLA"
"3","2020-05-21","VLA"
"3","2020-05-22","VLA"
"4","2020-05-22","VLA"
"4","2020-05-22","VLA"
"3","2020-05-22","VLA"
"3","2020-05-22","VLA"
"4","2020-05-22","VLA"
"4","2020-05-22","VLA"
"4","2020-05-22","VLA"
"3","2020-05-22","VLA"
"4","2020-05-23","VLA"
"3","2020-05-23","VLA"
"3","2020-05-23","VLA"
"3","2020-05-23","VLA"
"4","2020-05-23","VLA"
"4","2020-05-24","VLA"
"3","2020-05-24","VLA"
"3","2020-05-24","VLA"
"4","2020-05-24","VLA"
"3","2020-05-24","VLA"
"4","2020-05-25","VLA"
"3","2020-05-25","VLA"
"4","2020-05-25","VLA"
"4","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"4","2020-05-25","VLA"
"4","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"4","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"4","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"4","2020-05-25","VLA"
"3","2020-05-26","VLA"
"4","2020-05-26","VLA"
"4","2020-05-26","VLA"
"4","2020-05-26","VLA"
"3","2020-05-26","VLA"
"3","2020-05-26","VLA"
"3","2020-05-26","VLA"
"3","2020-05-26","VLA"
"4","2020-05-26","VLA"
"3","2020-05-26","VLA"
"3","2020-05-26","VLA"
"4","2020-05-26","VLA"
"3","2020-05-26","VLA"
"4","2020-05-26","VLA"
"3","2020-05-26","VLA"
"4","2020-05-26","VLA"
"3","2020-05-26","VLA"
"3","2020-05-27","VLA"
"3","2020-05-27","VLA"
"3","2020-05-27","VLA"
"3","2020-05-27","VLA"
"4","2020-05-27","VLA"
"4","2020-05-27","VLA"
"3","2020-05-27","VLA"
"4","2020-05-27","VLA"
"3","2020-05-27","VLA"
"4","2020-05-27","VLA"
"3","2020-05-27","VLA"
"4","2020-05-27","VLA"
"4","2020-05-27","VLA"
"4","2020-05-28","VLA"
"4","2020-05-28","VLA"
"4","2020-05-28","VLA"
"3","2020-05-28","VLA"
"4","2020-05-28","VLA"
"4","2020-05-28","VLA"
"3","2020-05-28","VLA"
"4","2020-05-28","VLA"
"4","2020-05-28","VLA"
"3","2020-05-28","VLA"
"3","2020-05-28","VLA"
"3","2020-05-28","VLA"
"3","2020-05-28","VLA"
"3","2020-05-28","VLA"
"4","2020-05-29","VLA"
"3","2020-05-29","VLA"
"4","2020-05-29","VLA"
"4","2020-05-29","VLA"
"3","2020-05-29","VLA"
"3","2020-05-29","VLA"
"4","2020-05-29","VLA"
"4","2020-05-29","VLA"
"4","2020-05-29","VLA"
"4","2020-05-29","VLA"
"3","2020-05-29","VLA"
"4","2020-05-29","VLA"
"4","2020-05-29","VLA"
"3","2020-05-29","VLA"
"3","2020-05-29","VLA"
"3","2020-05-30","VLA"
"4","2020-05-30","VLA"
"4","2020-05-30","VLA"
"3","2020-05-30","VLA"
"3","2020-05-31","VLA"
"3","2020-06-01","VLA"
"3","2020-06-01","VLA"
"4","2020-06-01","VLA"
"4","2020-06-01","VLA"
"3","2020-06-02","VLA"
"4","2020-06-02","VLA"
"4","2020-06-02","VLA"
"3","2020-06-02","VLA"
"4","2020-06-02","VLA"
"4","2020-06-02","VLA"
"4","2020-06-02","VLA"
"3","2020-06-02","VLA"
"3","2020-06-02","VLA"
"4","2020-06-02","VLA"
"4","2020-06-02","VLA"
"3","2020-06-02","VLA"
"4","2020-06-02","VLA"
"3","2020-06-03","VLA"
"3","2020-06-03","VLA"
"3","2020-06-03","VLA"
"4","2020-06-03","VLA"
"3","2020-06-03","VLA"
"4","2020-06-03","VLA"
"3","2020-06-03","VLA"
"4","2020-06-03","VLA"
"3","2020-06-03","VLA"
"3","2020-06-03","VLA"
"3","2020-06-03","VLA"
"3","2020-06-04","VLA"
"3","2020-06-04","VLA"
"4","2020-06-04","VLA"
"4","2020-06-04","VLA"
"4","2020-06-04","VLA"
"4","2020-06-06","VLA"
"4","2020-06-07","VLA"
"3","2020-06-08","VLA"
"4","2020-06-08","VLA"
"4","2020-06-08","VLA"
"3","2020-06-08","VLA"
"4","2020-06-08","VLA"
"3","2020-06-08","VLA"
"3","2020-06-08","VLA"
"4","2020-06-08","VLA"
"4","2020-06-08","VLA"
"3","2020-06-08","VLA"
"4","2020-06-08","VLA"
"4","2020-06-08","VLA"
"4","2020-06-08","VLA"
"4","2020-06-08","VLA"
"3","2020-06-09","VLA"
"4","2020-06-09","VLA"
"3","2020-06-09","VLA"
"3","2020-06-09","VLA"
"3","2020-06-09","VLA"
"4","2020-06-09","VLA"
"3","2020-06-09","VLA"
"4","2020-06-10","VLA"
"4","2020-06-11","VLA"
"4","2020-06-13","VLA"
"4","2020-06-14","VLA"
"3","2020-06-15","VLA"
"4","2020-06-15","VLA"
"3","2020-06-15","VLA"
"4","2020-06-15","VLA"
"3","2020-06-15","VLA"
"3","2020-06-15","VLA"
"4","2020-06-15","VLA"
"3","2020-06-15","VLA"
"4","2020-06-15","VLA"
"4","2020-06-15","VLA"
"4","2020-06-15","VLA"
"4","2020-06-15","VLA"
"4","2020-06-16","VLA"
"3","2020-06-16","VLA"
"3","2020-06-16","VLA"
"3","2020-06-16","VLA"
"3","2020-06-16","VLA"
"4","2020-06-18","VLA"
"4","2020-06-18","VLA"
"4","2020-06-22","VLA"
"4","2020-06-22","VLA"
"3","2020-06-22","VLA"
"4","2020-06-22","VLA"
"4","2020-06-22","VLA"
"4","2020-06-22","VLA"
"4","2020-06-22","VLA"
"4","2020-06-22","VLA"
"3","2020-06-22","VLA"
"4","2020-06-22","VLA"
"3","2020-06-22","VLA"
"4","2020-06-23","VLA"
"4","2020-06-23","VLA"
"3","2020-06-23","VLA"
"3","2020-06-23","VLA"
"3","2020-06-23","VLA"
"3","2020-06-24","VLA"
"4","2020-06-24","VLA"
"3","2020-06-24","VLA"
"4","2020-06-29","VLA"
"3","2020-06-29","VLA"
"4","2020-06-29","VLA"
"4","2020-06-29","VLA"
"4","2020-06-29","VLA"
"4","2020-06-29","VLA"
"4","2020-06-29","VLA"
"4","2020-06-29","VLA"
"4","2020-06-29","VLA"
"3","2020-06-29","VLA"
"3","2020-06-29","VLA"
"3","2020-06-29","VLA"
"4","2020-06-29","VLA"
"4","2020-07-01","VLA"
"4","2020-07-01","VLA"
"4","2020-07-06","VLA"
"4","2020-07-06","VLA"
"4","2020-07-06","VLA"
"4","2020-07-06","VLA"
"3","2020-07-06","VLA"
"4","2020-07-06","VLA"
"3","2020-07-06","VLA"
"4","2020-07-06","VLA"
"3","2020-07-07","VLA"
"3","2020-07-07","VLA"
"4","2020-07-07","VLA"
"3","2020-07-07","VLA"
"4","2020-07-09","VLA"
"3","2020-07-09","VLA"
"3","2020-07-12","VLA"
"4","2020-07-13","VLA"
"4","2020-07-13","VLA"
"3","2020-07-13","VLA"
"4","2020-07-13","VLA"
"4","2020-07-13","VLA"
"3","2020-07-13","VLA"
"4","2020-07-13","VLA"
"3","2020-07-13","VLA"
"3","2020-07-13","VLA"
"4","2020-07-13","VLA"
"3","2020-07-14","VLA"
"4","2020-07-20","VLA"
"4","2020-07-20","VLA"
"4","2020-07-20","VLA"
"4","2020-07-20","VLA"
"3","2020-07-20","VLA"
"4","2020-07-20","VLA"
"3","2020-07-20","VLA"
"4","2020-07-20","VLA"
"3","2020-07-20","VLA"
"4","2020-07-21","VLA"
"3","2020-07-21","VLA"
"4","2020-07-21","VLA"
"4","2020-07-22","VLA"
"4","2020-07-27","VLA"
"4","2020-07-27","VLA"
"4","2020-07-27","VLA"
"4","2020-07-27","VLA"
"3","2020-07-27","VLA"
"3","2020-07-28","VLA"
"4","2020-07-29","VLA"
"4","2020-08-03","VLA"
"4","2020-08-03","VLA"
"3","2020-08-03","VLA"
"4","2020-08-03","VLA"
"3","2020-08-03","VLA"
"4","2020-08-03","VLA"
"4","2020-08-03","VLA"
"4","2020-08-03","VLA"
"3","2020-08-04","VLA"
"4","2020-08-04","VLA"
"3","2020-08-04","VLA"
"3","2020-08-10","VLA"
"3","2020-08-10","VLA"
"3","2020-08-10","VLA"
"4","2020-08-10","VLA"
"4","2020-08-10","VLA"
"4","2020-08-10","VLA"
"4","2020-08-10","VLA"
"3","2020-08-11","VLA"
"3","2020-08-11","VLA"
"4","2020-08-11","VLA"
"3","2020-08-11","VLA"
"3","2020-08-11","VLA"
"3","2020-08-11","VLA"
"3","2020-08-11","VLA"
"3","2020-08-17","VLA"
"4","2020-08-17","VLA"
"3","2020-08-17","VLA"
"4","2020-08-17","VLA"
"4","2020-08-17","VLA"
"3","2020-08-17","VLA"
"4","2020-08-18","VLA"
"3","2020-08-18","VLA"
"3","2020-08-18","VLA"
"3","2020-08-18","VLA"
"3","2020-08-18","VLA"
"4","2020-08-20","VLA"
"3","2020-08-24","VLA"
"4","2020-08-24","VLA"
"4","2020-08-24","VLA"
"4","2020-08-24","VLA"
"4","2020-08-24","VLA"
"4","2020-08-24","VLA"
"3","2020-08-24","VLA"
"3","2020-08-25","VLA"
"3","2020-08-25","VLA"
"3","2020-08-25","VLA"
"3","2020-08-25","VLA"
"3","2020-08-25","VLA"
"4","2020-08-28","VLA"
"3","2020-08-31","VLA"
"4","2020-08-31","VLA"
"4","2020-08-31","VLA"
"3","2020-08-31","VLA"
"3","2020-08-31","VLA"
"4","2020-08-31","VLA"
"3","2020-08-31","VLA"
"4","2020-08-31","VLA"
"4","2020-08-31","VLA"
"3","2020-08-31","VLA"
"3","2020-09-02","VLA"
"3","2020-09-02","VLA"
"4","2020-09-04","VLA"
"4","2020-09-07","VLA"
"3","2020-09-07","VLA"
"3","2020-09-07","VLA"
"3","2020-09-07","VLA"
"3","2020-09-07","VLA"
"3","2020-09-14","VLA"
"2","2020-09-14","VLA"
"3","2020-09-14","VLA"
"3","2020-09-14","VLA"
"3","2020-09-14","VLA"
"4","2020-09-21","VLA"
"3","2020-09-21","VLA"
"3","2020-09-21","VLA"
"2","2020-09-21","VLA"
"4","2020-09-21","VLA"
"3","2020-09-21","VLA"
"4","2020-09-22","VLA"
"4","2020-09-28","VLA"
"4","2020-09-28","VLA"
"3","2020-09-28","VLA"
"4","2020-09-28","VLA"
"3","2020-09-28","VLA"
"4","2020-09-28","VLA"
"3","2020-09-28","VLA"
"2","2020-09-28","VLA"
"3","2020-09-28","VLA"
"4","2020-10-05","VLA"
"3","2020-10-05","VLA"
"4","2020-10-05","VLA"
"4","2020-10-05","VLA"
"3","2020-10-05","VLA"
"3","2020-10-05","VLA"
"4","2020-10-05","VLA"
"3","2020-10-06","VLA"
"3","2020-10-06","VLA"
"4","2020-10-08","VLA"
"4","2020-10-12","VLA"
"3","2020-10-12","VLA"
"4","2020-10-12","VLA"
"4","2020-10-12","VLA"
"3","2020-10-12","VLA"
"4","2020-10-12","VLA"
"3","2020-10-12","VLA"
"4","2020-10-18","VLA"
